GPA,Course_Scores,Aptitude_Score,Attendance,Supervisor_Evaluation,Report_Quality,Activity_Log_Frequency,Completion_Time,Feedback_Rating,Performance,Intern_ID,Performance_Score
2.2,79.4,29.5,69.12,2.3,3.45,15,3.52,1.92,Average,INT8638,61.64
2.84,31.9,87.4,91.42,7.78,8.71,9,4.59,4.11,Good,INT8639,80.87
1.23,67.8,15.0,54.04,5.82,6.73,12,4.14,3.33,Good,INT8640,73.67
0.97,47.5,96.2,81.24,10.0,3.11,7,5.76,5.0,Good,INT8641,70.94
3.34,93.9,84.3,93.41,7.52,7.99,22,3.5,4.01,Good,INT8642,83.54
2.02,45.7,24.6,59.92,0.0,6.22,8,3.92,1.0,Good,INT8643,78.9
2.03,45.6,35.5,68.64,5.82,3.8,10,2.73,3.33,Average,INT8644,68.31
2.78,46.1,59.2,3.0,7.5,8.48,15,4.3,4.0,Excellent,INT8645,85.14
2.39,15.4,38.4,71.37,2.4,8.51,4,3.48,1.96,Good,INT8646,70.15
0.83,43.0,14.0,66.83,4.47,6.78,19,4.09,2.79,Average,INT8647,66.26
3.48,94.2,72.0,76.54,9.07,8.81,10,1.44,4.63,Good,INT8648,83.97
0.1,26.7,2.4,88.24,4.68,3.6,5,5.03,2.87,Fair,INT8649,47.85
3.69,74.6,45.9,2.69,10.0,8.7,12,2.33,5.0,Good,INT8650,78.18
1.97,72.1,30.4,79.5,4.68,3.7,10,2.43,2.87,Average,INT8651,69.95
0.54,55.2,49.8,77.51,4.68,2.74,12,2.99,2.87,Average,INT8652,65.87
3.17,91.8,68.7,80.5,7.08,7.69,14,2.15,3.83,Excellent,INT8653,95.0
1.68,46.1,60.3,46.82,10.0,2.79,12,4.82,5.0,Good,INT8654,83.63
2.48,66.2,86.6,63.31,10.0,5.0,8,3.24,5.0,Excellent,INT8655,91.81
2.64,67.1,77.0,89.28,1.23,7.31,15,3.6,1.49,Good,INT8656,80.42
1.38,35.7,80.1,60.98,10.0,3.55,12,4.65,5.0,Good,INT8657,75.71
2.1,66.6,53.3,91.29,10.0,8.03,15,1.81,5.0,Excellent,INT8658,91.12
1.93,65.3,76.1,24.67,10.0,7.67,11,2.05,5.0,Good,INT8659,76.45
3.32,51.5,74.9,57.99,4.68,7.56,25,6.12,2.87,Good,INT8660,74.27
2.78,40.6,74.1,94.14,5.93,1.82,14,3.17,3.37,Average,INT8661,66.99
3.05,80.6,58.4,55.06,8.93,5.96,11,3.18,4.57,Good,INT8662,84.81
3.2,54.5,88.3,0.0,3.53,3.48,11,1.34,2.41,Excellent,INT8663,85.81
1.66,73.6,40.2,89.93,9.28,7.64,7,3.52,4.71,Good,INT8664,72.46
0.96,16.9,16.6,75.19,4.68,6.95,14,4.42,2.87,Fair,INT8665,46.52
0.83,23.1,16.0,65.44,4.9,2.27,10,4.81,2.96,Average,INT8666,66.31
1.35,25.0,52.7,36.09,1.1,4.58,12,5.54,1.44,Average,INT8667,63.03
3.81,96.9,72.1,98.43,4.98,8.64,14,1.91,2.99,Excellent,INT8668,100.0
3.45,91.4,55.6,60.08,9.25,7.67,11,2.15,4.7,Excellent,INT8669,92.28
1.57,35.7,42.7,78.98,10.0,8.5,15,5.83,5.0,Good,INT8670,74.55
1.67,32.1,25.1,54.16,2.97,2.34,14,6.57,2.19,Fair,INT8671,42.77
3.47,96.5,66.1,60.89,10.0,9.26,15,2.29,5.0,Excellent,INT8672,95.79
3.7,49.4,75.4,66.83,4.05,9.02,10,4.48,2.62,Good,INT8673,70.38
3.67,72.7,78.1,65.13,6.02,9.5,9,2.2,3.41,Excellent,INT8674,87.33
3.58,74.7,73.8,99.29,1.67,5.94,9,1.01,1.67,Good,INT8675,73.97
3.02,22.4,53.2,75.04,2.55,5.43,16,3.36,2.02,Good,INT8676,70.32
2.89,47.5,92.7,75.83,9.15,5.73,18,2.15,4.66,Excellent,INT8677,99.73
1.19,23.0,48.9,51.82,8.98,5.75,11,5.27,4.59,Average,INT8678,67.33
1.76,75.0,26.5,97.83,4.32,4.85,10,4.07,2.73,Good,INT8679,83.44
3.47,64.2,71.4,58.71,2.97,8.36,15,1.81,2.19,Excellent,INT8680,85.48
2.65,55.4,61.6,8.39,5.78,8.23,11,1.46,3.31,Good,INT8681,74.24
2.05,44.5,37.2,66.83,10.0,2.39,23,5.53,5.0,Good,INT8682,70.56
3.71,94.3,95.9,70.78,5.68,4.49,9,2.37,3.27,Good,INT8683,82.27
0.84,11.0,19.0,82.17,2.0,2.18,16,4.16,1.8,Fair,INT8684,49.27
3.19,30.1,45.0,83.1,0.62,7.74,12,3.44,1.25,Average,INT8685,59.08
0.26,4.4,21.8,27.72,3.08,2.05,10,4.51,2.23,Fair,INT8686,41.11
2.86,67.1,27.3,74.98,9.25,2.33,7,2.62,4.7,Good,INT8687,78.04
2.35,66.3,72.8,89.52,0.0,6.93,9,1.02,1.0,Good,INT8688,70.74
3.28,83.9,76.9,72.16,0.0,9.1,15,2.4,1.0,Good,INT8689,76.7
2.85,22.6,54.2,58.29,3.08,3.02,11,1.87,2.23,Average,INT8690,63.75
1.44,33.4,55.9,65.66,7.5,2.34,13,3.7,4.0,Average,INT8691,68.04
1.65,90.4,32.8,60.62,2.08,4.61,9,4.73,1.83,Average,INT8692,67.28
3.68,61.1,27.4,56.29,8.85,6.52,17,2.17,4.54,Good,INT8693,80.47
2.18,46.0,50.1,0.0,4.65,8.33,12,1.08,2.86,Good,INT8694,77.3
2.77,52.6,39.2,77.05,8.65,6.0,15,4.17,4.46,Average,INT8695,63.53
1.33,55.1,7.4,53.64,1.48,3.51,18,4.58,1.59,Average,INT8696,58.03
0.9,71.4,31.0,50.09,10.0,4.53,20,6.74,5.0,Average,INT8697,65.05
0.82,30.2,17.5,99.65,5.3,1.48,13,4.63,3.12,Average,INT8698,66.96
2.91,49.3,34.1,98.21,0.1,8.73,11,3.86,1.04,Average,INT8699,67.11
2.65,43.6,81.8,91.46,4.93,6.61,14,4.07,2.97,Good,INT8700,78.77
0.46,5.2,19.8,63.32,3.1,0.93,5,6.27,2.24,Fair,INT8701,45.23
2.37,13.8,62.8,28.86,5.98,3.8,12,3.92,3.39,Average,INT8702,67.94
2.34,85.8,63.4,91.68,0.78,4.7,5,3.13,1.31,Average,INT8703,67.55
2.42,64.8,89.2,52.79,9.02,3.22,14,2.45,4.61,Good,INT8704,74.15
1.13,15.6,23.6,60.28,4.45,0.6,12,2.51,2.78,Fair,INT8705,52.11
1.52,28.8,75.7,77.22,1.35,3.12,6,4.33,1.54,Average,INT8706,62.51
0.5,20.2,7.5,58.92,0.0,1.8,5,5.29,1.0,Fair,INT8707,49.82
3.64,89.5,81.1,25.69,7.5,8.45,16,4.09,4.0,Excellent,INT8708,89.32
3.58,80.5,63.8,88.86,7.5,9.73,14,1.0,4.0,Excellent,INT8709,100.0
0.8,59.4,66.4,87.79,0.0,2.6,5,5.58,1.0,Average,INT8710,60.34
1.56,58.4,55.7,70.08,7.75,2.64,8,6.04,4.1,Good,INT8711,74.06
3.22,48.6,80.7,21.2,9.0,5.47,19,3.04,4.6,Good,INT8712,74.22
3.87,78.9,56.1,64.25,7.18,6.43,11,5.36,3.87,Excellent,INT8713,89.01
2.94,86.6,50.9,29.03,3.1,7.18,13,3.82,2.24,Good,INT8714,78.91
0.36,9.1,2.0,83.34,0.0,0.54,5,6.67,1.0,Fair,INT8715,40.95
1.11,28.1,66.1,56.1,6.62,6.29,13,5.92,3.65,Average,INT8716,63.01
3.26,72.4,37.2,85.28,9.35,4.41,8,3.99,4.74,Good,INT8717,71.36
2.11,18.7,54.0,98.61,4.18,2.92,6,5.59,2.67,Fair,INT8718,45.73
1.36,41.3,25.6,52.18,0.03,3.55,12,6.71,1.01,Poor,INT8719,38.63
0.96,15.5,16.7,4.98,8.73,8.25,11,4.02,4.49,Good,INT8720,79.76
2.56,53.1,20.1,5.92,4.25,9.26,5,2.75,2.7,Excellent,INT8721,86.65
3.25,93.1,80.0,71.53,10.0,8.94,8,5.89,5.0,Good,INT8722,72.31
3.64,82.4,87.0,33.93,10.0,7.85,21,2.14,5.0,Excellent,INT8723,88.25
2.69,83.5,18.0,90.35,5.58,5.97,10,2.98,3.23,Excellent,INT8724,85.8
0.58,8.9,20.1,73.69,0.0,2.53,10,6.33,1.0,Poor,INT8725,38.89
2.07,47.7,18.0,74.23,0.0,7.35,4,4.89,1.0,Average,INT8726,55.82
0.9,37.9,15.9,85.85,0.0,5.89,9,3.3,1.0,Fair,INT8727,50.33
0.5,25.9,13.2,5.67,2.95,1.19,5,2.6,2.18,Fair,INT8728,53.2
1.77,84.2,45.2,67.66,6.2,5.21,6,2.94,3.48,Average,INT8729,59.83
3.16,80.4,33.6,87.85,2.52,5.82,9,3.13,2.01,Good,INT8730,78.44
3.78,93.8,38.7,89.0,5.98,9.51,9,2.52,3.39,Excellent,INT8731,91.85
2.89,69.0,53.1,50.72,7.5,5.73,14,5.78,4.0,Average,INT8732,67.9
2.94,49.1,59.9,57.19,5.65,7.57,12,3.0,3.26,Good,INT8733,78.95
3.66,61.2,45.0,26.15,4.28,4.36,12,3.76,2.71,Good,INT8734,82.95
0.63,16.3,39.4,67.58,7.0,6.66,13,3.39,3.8,Average,INT8735,68.17
3.22,16.3,32.9,64.57,10.0,1.47,12,7.0,5.0,Average,INT8736,68.8
3.68,39.2,61.1,83.43,4.05,6.31,11,3.34,2.62,Average,INT8737,68.61
3.42,77.0,69.9,91.41,4.78,6.65,13,1.39,2.91,Good,INT8738,75.27
3.6,52.5,79.8,59.6,6.68,6.72,10,1.65,3.67,Excellent,INT8739,92.16
1.8,45.2,45.2,47.21,3.38,6.06,16,4.7,2.35,Average,INT8740,61.29
1.98,49.9,73.8,68.39,0.03,5.37,16,4.85,1.01,Average,INT8741,66.83
1.05,17.2,79.5,66.83,7.3,0.56,8,3.68,3.92,Average,INT8742,61.16
1.53,75.6,40.9,81.04,4.12,3.57,16,3.84,2.65,Good,INT8743,73.43
3.57,53.7,65.5,94.68,7.45,7.47,9,1.49,3.98,Excellent,INT8744,100.0
0.47,25.5,2.8,8.82,4.25,2.83,6,3.92,2.7,Fair,INT8745,40.55
3.08,5.8,55.8,54.35,10.0,1.45,12,3.66,5.0,Good,INT8746,75.95
2.33,51.9,31.1,81.36,2.05,8.94,14,2.19,1.82,Average,INT8747,60.42
1.55,40.2,96.5,7.69,7.65,8.4,13,1.15,4.06,Good,INT8748,77.17
2.89,24.4,93.3,58.15,3.68,3.2,7,2.23,2.47,Average,INT8749,60.8
0.95,85.2,42.8,17.34,7.08,3.82,12,1.94,3.83,Good,INT8750,83.48
0.2,7.1,2.1,77.95,2.5,0.54,6,4.83,2.0,Fair,INT8751,47.92
3.04,43.2,81.2,30.07,5.02,7.59,16,2.65,3.01,Good,INT8752,80.41
3.58,89.1,97.7,99.87,0.0,6.96,17,2.62,1.0,Good,INT8753,77.39
0.33,20.4,8.7,70.3,0.83,2.46,5,1.6,1.33,Average,INT8754,57.88
1.49,57.2,90.1,60.61,5.22,2.79,10,6.81,3.09,Average,INT8755,63.37
0.22,9.4,3.7,42.12,2.0,3.45,6,5.91,1.8,Fair,INT8756,50.89
2.21,23.5,13.2,62.21,6.22,4.63,7,2.25,3.49,Average,INT8757,62.57
3.29,41.2,67.4,47.15,0.25,4.91,17,2.93,1.1,Average,INT8758,65.13
1.52,79.5,83.4,74.13,7.88,5.78,6,2.53,4.15,Good,INT8759,78.85
2.95,47.3,50.9,72.68,4.68,3.61,14,3.95,2.87,Good,INT8760,74.87
3.4,44.2,77.3,8.38,0.0,7.56,15,1.09,1.0,Average,INT8761,69.42
0.37,20.1,45.6,60.83,4.42,0.57,11,4.83,2.77,Fair,INT8762,44.03
0.93,64.9,86.1,95.22,8.3,8.08,13,4.18,4.32,Average,INT8763,67.64
0.27,28.2,11.5,89.57,2.82,2.09,3,6.14,2.13,Fair,INT8764,50.16
3.57,87.4,77.4,66.66,8.35,8.78,11,1.75,4.34,Excellent,INT8765,93.86
3.25,50.0,77.4,59.03,10.0,6.6,12,6.08,5.0,Average,INT8766,66.91
1.57,53.0,55.7,40.96,1.25,5.22,11,5.59,1.5,Average,INT8767,59.95
1.55,35.3,73.3,66.63,7.38,3.45,14,1.31,3.95,Good,INT8768,72.95
2.8,82.4,46.5,77.85,4.5,8.77,11,3.23,2.8,Good,INT8769,81.57
2.33,79.8,87.3,52.32,10.0,2.43,18,2.16,5.0,Excellent,INT8770,88.43
3.04,38.3,34.5,72.53,5.45,8.47,15,2.84,3.18,Good,INT8771,80.63
2.52,54.5,80.7,54.93,7.35,7.55,11,3.04,3.94,Good,INT8772,80.07
1.63,56.1,60.6,63.96,9.5,7.92,16,4.59,4.8,Good,INT8773,74.56
1.29,17.8,32.0,55.46,0.73,6.13,10,3.4,1.29,Average,INT8774,64.26
0.87,13.7,18.6,31.35,7.12,0.46,6,6.49,3.85,Fair,INT8775,41.17
3.78,62.1,39.7,91.88,6.95,5.99,20,1.39,3.78,Excellent,INT8776,92.75
0.41,30.8,43.7,80.76,4.07,3.11,6,6.97,2.63,Fair,INT8777,46.27
1.91,39.0,59.5,61.37,7.3,3.25,17,2.39,3.92,Good,INT8778,82.65
3.14,67.6,45.3,93.59,10.0,6.05,11,5.82,5.0,Good,INT8779,77.01
3.74,94.2,46.7,90.04,10.0,7.41,9,2.77,5.0,Excellent,INT8780,89.07
0.9,62.3,93.5,0.52,2.22,3.7,14,1.68,1.89,Good,INT8781,78.19
1.34,22.2,33.1,58.03,1.43,2.37,14,5.94,1.57,Fair,INT8782,53.89
0.98,18.5,27.9,5.63,3.0,5.34,22,3.92,2.2,Average,INT8783,57.22
0.22,26.5,10.3,66.83,6.92,4.2,12,4.62,3.77,Good,INT8784,73.15
1.23,85.3,82.0,68.7,6.38,5.44,5,4.51,3.55,Good,INT8785,75.6
1.85,26.2,80.3,4.18,10.0,5.96,16,3.38,5.0,Average,INT8786,69.55
2.27,53.7,74.6,77.87,0.0,4.73,14,4.02,1.0,Average,INT8787,58.35
3.86,62.5,87.4,94.47,10.0,6.14,16,4.95,5.0,Excellent,INT8788,88.75
3.46,73.0,89.0,79.7,9.4,5.96,16,1.21,4.76,Excellent,INT8789,99.48
2.28,43.6,20.2,95.98,3.82,6.08,6,4.62,2.53,Average,INT8790,62.58
0.6,4.0,23.2,43.22,3.45,4.01,12,6.22,2.38,Average,INT8791,55.45
3.54,87.9,89.3,84.76,5.28,8.27,10,1.19,3.11,Excellent,INT8792,93.05
3.57,91.3,89.6,82.43,6.88,9.6,13,2.17,3.75,Excellent,INT8793,91.47
3.46,77.8,27.3,83.52,7.18,4.81,13,5.03,3.87,Good,INT8794,82.22
2.37,45.8,83.2,82.25,0.65,2.64,8,3.21,1.26,Average,INT8795,58.86
2.84,48.9,93.2,61.08,3.3,6.92,20,3.52,2.32,Good,INT8796,71.44
2.57,83.0,47.5,57.18,10.0,7.35,9,2.01,5.0,Good,INT8797,78.27
3.76,83.7,93.4,98.93,10.0,8.24,18,3.83,5.0,Excellent,INT8798,92.92
3.64,91.9,47.7,16.01,8.25,8.63,8,1.86,4.3,Excellent,INT8799,90.35
3.66,23.7,75.4,73.39,10.0,8.72,13,4.14,5.0,Excellent,INT8800,87.8
1.49,44.9,8.8,71.25,2.62,2.03,6,5.43,2.05,Average,INT8801,63.25
3.18,86.8,78.3,68.0,7.8,8.71,9,2.58,4.12,Excellent,INT8802,88.68
2.73,80.6,38.5,51.42,8.27,7.39,14,3.53,4.31,Good,INT8803,70.38
0.85,31.5,62.2,59.77,3.73,2.18,6,6.47,2.49,Average,INT8804,57.39
1.59,54.5,86.1,95.26,6.52,3.65,4,5.6,3.61,Average,INT8805,59.08
3.56,77.9,93.4,69.77,7.68,5.08,13,5.85,4.07,Average,INT8806,68.59
1.89,90.7,90.0,78.21,10.0,9.54,13,3.27,5.0,Excellent,INT8807,88.98
3.0,25.7,37.2,3.61,2.08,6.92,10,6.08,1.83,Average,INT8808,59.46
1.6,21.9,63.3,1.53,0.0,4.59,19,1.47,1.0,Average,INT8809,67.13
3.85,65.7,92.0,98.46,5.65,9.68,8,1.83,3.26,Excellent,INT8810,98.17
2.8,82.1,37.2,85.89,5.7,5.83,16,2.42,3.28,Good,INT8811,84.84
3.68,90.3,95.6,57.16,10.0,8.65,11,3.62,5.0,Good,INT8812,84.05
0.52,14.5,35.3,51.16,2.03,0.71,10,6.33,1.81,Fair,INT8813,41.62
2.48,30.0,64.0,91.26,2.7,1.09,8,2.65,2.08,Average,INT8814,59.84
2.46,70.9,13.3,92.05,4.42,5.32,7,4.84,2.77,Average,INT8815,65.23
0.51,25.6,34.3,87.32,0.0,1.54,10,5.06,1.0,Fair,INT8816,51.87
2.54,37.9,55.7,32.32,2.12,3.66,9,3.92,1.85,Fair,INT8817,53.68
1.04,11.0,29.0,81.99,5.25,4.2,14,3.05,3.1,Average,INT8818,62.48
0.46,4.4,15.0,65.81,0.0,1.92,7,4.58,1.0,Fair,INT8819,49.2
0.2,8.6,5.7,72.53,0.0,0.8,6,2.73,1.0,Average,INT8820,57.08
3.95,74.1,64.2,69.12,4.55,8.51,13,1.31,2.82,Excellent,INT8821,98.58
0.65,8.0,31.7,95.68,4.78,6.34,7,7.0,2.91,Fair,INT8822,48.84
3.63,87.5,52.0,61.71,6.45,7.32,16,1.84,3.58,Good,INT8823,75.64
3.56,33.3,75.8,41.7,8.48,9.52,10,1.8,4.39,Excellent,INT8824,92.44
2.13,61.7,84.4,68.05,1.78,8.56,9,6.56,1.71,Average,INT8825,62.11
2.53,77.8,25.6,83.15,5.68,4.24,9,3.28,3.27,Good,INT8826,81.73
3.68,80.2,49.8,45.91,4.55,7.74,8,5.0,2.82,Good,INT8827,72.51
2.27,91.1,97.6,96.2,10.0,7.58,23,3.17,5.0,Excellent,INT8828,93.51
1.85,73.2,34.8,23.56,10.0,6.72,8,3.71,5.0,Good,INT8829,76.55
2.83,94.3,72.8,61.03,5.93,8.63,11,2.91,3.37,Good,INT8830,78.01
2.5,58.3,59.4,88.32,3.9,1.86,11,3.92,2.56,Excellent,INT8831,90.15
2.17,61.7,69.1,41.0,4.85,6.06,15,3.46,2.94,Average,INT8832,69.15
0.3,31.3,1.6,58.29,6.78,0.51,6,5.09,3.71,Fair,INT8833,45.32
3.52,69.0,78.1,75.17,10.0,7.89,14,4.45,5.0,Good,INT8834,82.14
0.88,20.1,27.7,82.61,0.42,1.43,10,6.94,1.17,Average,INT8835,59.4
1.81,56.9,42.9,0.83,6.55,8.59,9,1.59,3.62,Excellent,INT8836,94.01
0.94,28.3,29.5,64.58,4.4,1.12,14,3.66,2.76,Fair,INT8837,45.71
2.12,8.5,60.7,90.47,7.98,1.47,12,4.32,4.19,Average,INT8838,63.72
1.12,73.6,53.2,39.27,7.5,2.28,9,6.44,4.0,Good,INT8839,72.98
3.45,66.3,88.9,0.0,0.0,4.82,7,1.63,1.0,Average,INT8840,65.97
2.81,56.9,31.9,64.1,6.92,5.25,15,4.83,3.77,Good,INT8841,78.2
2.77,9.0,64.3,81.96,7.5,7.75,21,5.9,4.0,Good,INT8842,76.33
3.43,47.9,80.0,59.97,10.0,8.13,14,2.64,5.0,Excellent,INT8843,86.67
2.01,81.4,43.3,91.37,5.12,6.39,9,3.92,3.05,Average,INT8844,61.55
3.84,85.5,95.3,4.72,3.97,9.36,17,1.02,2.59,Excellent,INT8845,87.59
3.63,28.1,73.5,66.83,6.2,8.32,14,5.38,3.48,Good,INT8846,71.32
2.78,57.6,22.4,95.78,5.25,7.54,11,6.87,3.1,Good,INT8847,70.26
0.37,28.4,35.0,69.59,3.8,7.11,6,5.33,2.52,Average,INT8848,61.86
3.25,86.9,66.3,61.75,10.0,8.97,19,3.47,5.0,Excellent,INT8849,85.51
3.76,87.0,81.6,9.08,4.35,9.12,19,1.3,2.74,Excellent,INT8850,87.73
3.46,89.5,65.4,78.66,7.5,6.33,14,6.67,4.0,Good,INT8851,73.77
0.79,12.9,43.0,28.5,2.0,2.89,4,3.65,1.8,Fair,INT8852,45.92
0.87,46.0,63.6,3.63,3.4,6.12,18,1.66,2.36,Average,INT8853,66.21
2.68,37.3,31.8,69.91,6.52,1.33,13,5.52,3.61,Average,INT8854,61.88
1.66,60.5,56.6,64.56,7.85,8.61,18,3.69,4.14,Average,INT8855,61.65
2.24,64.9,20.5,85.51,2.82,6.38,14,3.92,2.13,Excellent,INT8856,93.63
0.51,26.7,20.1,82.57,3.6,2.89,13,2.02,2.44,Average,INT8857,66.41
3.31,90.3,71.8,72.04,10.0,9.38,16,1.4,5.0,Excellent,INT8858,93.96
1.78,18.0,31.9,69.89,7.15,1.48,9,4.63,3.86,Fair,INT8859,52.55
1.58,33.1,19.6,66.83,0.0,2.73,12,4.32,1.0,Fair,INT8860,54.97
1.57,29.4,21.3,37.91,4.68,1.84,12,4.4,2.87,Fair,INT8861,51.08
1.6,68.9,37.1,54.28,0.8,5.26,8,5.99,1.32,Fair,INT8862,52.59
0.29,5.3,10.5,9.58,2.57,1.09,6,6.66,2.03,Poor,INT8863,35.79
0.12,22.2,0.9,66.06,3.5,1.02,4,4.22,2.4,Fair,INT8864,43.51
3.98,98.0,98.0,2.87,6.95,9.62,16,1.41,3.78,Excellent,INT8865,96.97
2.42,36.1,61.0,88.69,5.88,3.19,9,5.46,3.35,Average,INT8866,56.8
2.68,60.5,51.3,69.79,0.0,6.88,9,3.14,1.0,Average,INT8867,62.5
2.54,61.7,81.4,63.07,7.43,7.31,10,4.23,3.97,Good,INT8868,79.35
0.79,16.7,20.7,91.37,4.93,2.0,4,5.27,2.97,Average,INT8869,55.18
1.96,68.0,21.7,66.69,6.38,2.26,12,3.12,3.55,Good,INT8870,79.81
1.3,31.2,84.7,93.81,2.22,6.51,8,6.4,1.89,Fair,INT8871,45.56
3.31,91.3,86.7,80.84,2.97,5.01,18,2.21,2.19,Good,INT8872,74.43
1.21,28.1,64.5,4.57,4.5,7.56,12,4.62,2.8,Good,INT8873,74.7
0.53,28.8,31.6,5.01,2.0,3.2,10,1.0,1.8,Average,INT8874,55.91
3.51,16.5,78.2,56.13,4.68,7.79,11,6.7,2.87,Average,INT8875,69.34
3.26,85.8,38.5,80.01,7.5,9.0,15,1.79,4.0,Excellent,INT8876,93.19
2.56,66.9,46.6,51.18,2.0,7.53,11,1.33,1.8,Average,INT8877,68.1
2.52,85.9,82.6,84.66,4.9,7.06,14,3.06,2.96,Excellent,INT8878,90.61
0.35,54.4,18.8,66.83,4.68,1.14,13,3.45,2.87,Average,INT8879,58.36
1.26,53.6,60.4,76.19,0.0,3.05,11,2.37,1.0,Average,INT8880,64.11
0.28,21.9,17.4,48.84,2.05,0.82,5,4.69,1.82,Poor,INT8881,39.7
2.87,70.7,61.6,85.87,3.58,5.42,11,3.42,2.43,Good,INT8882,72.46
3.62,88.7,59.3,4.56,4.68,5.17,18,1.54,2.87,Excellent,INT8883,95.19
3.25,24.5,74.8,66.83,4.68,6.05,9,2.87,2.87,Average,INT8884,66.71
3.21,34.8,92.8,89.3,7.88,0.79,7,6.35,4.15,Good,INT8885,71.21
3.64,34.4,67.9,50.69,6.68,5.78,6,4.66,3.67,Average,INT8886,63.55
2.12,74.4,60.5,66.9,5.5,4.8,12,5.23,3.2,Average,INT8887,65.9
2.88,30.5,67.6,63.74,2.35,3.05,6,4.87,1.94,Good,INT8888,71.36
3.87,88.4,75.5,94.4,7.5,9.15,20,2.93,4.0,Excellent,INT8889,94.67
0.23,27.7,26.6,9.67,0.0,3.09,9,1.34,1.0,Average,INT8890,57.52
1.53,17.5,38.8,71.98,2.55,6.7,10,2.87,2.02,Average,INT8891,64.52
1.24,59.1,8.7,50.05,6.62,7.39,10,6.37,3.65,Average,INT8892,62.13
0.72,2.4,36.9,54.17,8.98,2.22,6,3.92,4.59,Fair,INT8893,53.51
1.46,26.3,29.0,70.8,4.68,5.29,14,3.62,2.87,Average,INT8894,64.62
3.38,77.8,84.5,3.44,5.0,8.03,10,1.44,3.0,Good,INT8895,79.35
3.78,63.4,68.5,77.45,6.18,9.73,6,1.7,3.47,Excellent,INT8896,85.32
3.44,87.6,94.5,66.83,5.95,7.61,8,2.86,3.38,Good,INT8897,71.05
3.72,74.3,64.7,82.32,7.78,7.82,8,4.19,4.11,Good,INT8898,73.35
0.46,65.6,84.2,32.1,0.0,6.43,11,1.38,1.0,Average,INT8899,61.27
0.33,30.0,21.9,84.7,4.28,2.4,7,6.39,2.71,Average,INT8900,56.1
3.85,63.0,60.6,11.33,3.05,4.23,8,3.92,2.22,Average,INT8901,60.03
1.22,7.1,57.6,77.44,6.9,2.47,9,6.48,3.76,Average,INT8902,55.49
2.01,68.0,23.8,70.05,7.5,4.99,7,5.97,4.0,Good,INT8903,76.0
1.76,54.8,45.8,65.16,4.3,3.86,11,5.34,2.72,Average,INT8904,59.77
1.31,81.4,51.2,75.79,0.0,4.84,13,4.65,1.0,Fair,INT8905,46.27
0.55,67.8,59.1,0.55,8.4,1.3,11,4.52,4.36,Average,INT8906,65.08
2.96,76.6,81.4,98.27,3.2,7.4,12,5.26,2.28,Good,INT8907,84.27
1.7,52.6,43.3,91.65,7.3,2.57,3,4.79,3.92,Good,INT8908,80.16
1.06,52.0,65.1,85.86,7.12,2.46,19,3.99,3.85,Average,INT8909,66.38
0.12,17.6,9.6,73.95,6.5,0.54,7,6.69,3.6,Fair,INT8910,40.94
3.57,76.2,71.5,69.61,4.15,2.55,10,4.97,2.66,Average,INT8911,59.46
0.44,13.6,25.2,51.63,9.62,4.97,8,5.19,4.85,Fair,INT8912,53.94
1.95,18.4,61.4,67.95,10.0,5.44,10,6.26,5.0,Good,INT8913,73.3
3.56,46.1,94.1,92.42,5.95,7.12,12,2.13,3.38,Excellent,INT8914,89.67
3.56,56.7,71.6,69.2,1.95,4.18,14,1.96,1.78,Good,INT8915,81.12
1.57,35.5,77.0,73.08,8.93,3.57,12,3.57,4.57,Average,INT8916,68.91
2.68,75.5,37.5,27.5,0.0,3.3,18,4.37,1.0,Average,INT8917,57.77
2.51,83.7,19.2,63.71,5.62,3.73,10,5.8,3.25,Average,INT8918,65.48
0.58,59.7,29.5,53.09,8.95,8.78,8,3.38,4.58,Average,INT8919,60.83
2.44,84.9,41.3,80.69,4.95,2.38,9,4.9,2.98,Good,INT8920,83.59
1.78,31.6,58.8,72.4,6.57,4.97,6,4.46,3.63,Average,INT8921,62.56
1.9,19.4,44.2,6.94,4.68,4.9,9,1.36,2.87,Average,INT8922,64.55
3.08,42.0,68.1,77.34,6.32,6.07,9,4.89,3.53,Good,INT8923,71.43
1.19,3.4,48.7,89.94,0.0,0.38,11,6.46,1.0,Fair,INT8924,45.76
2.06,18.5,78.6,87.55,0.0,3.98,14,2.04,1.0,Good,INT8925,71.05
2.53,42.7,62.5,88.57,3.02,5.97,13,4.17,2.21,Average,INT8926,65.78
2.63,66.5,84.0,48.04,2.4,7.74,11,4.12,1.96,Good,INT8927,75.69
0.52,54.3,46.0,67.69,0.0,6.27,7,2.16,1.0,Good,INT8928,72.05
2.27,25.4,11.2,96.67,0.0,6.97,16,1.9,1.0,Average,INT8929,64.17
0.76,24.0,5.5,52.71,8.17,0.23,10,7.0,4.27,Fair,INT8930,46.91
1.51,42.2,52.6,57.63,6.12,5.3,10,2.97,3.45,Average,INT8931,66.45
3.25,75.2,86.6,70.98,6.72,9.74,11,2.8,3.69,Excellent,INT8932,95.26
2.54,24.3,44.1,3.14,7.0,7.37,8,2.08,3.8,Good,INT8933,74.91
2.59,66.5,72.0,50.41,9.1,1.35,9,5.16,4.64,Average,INT8934,64.21
2.8,59.2,91.1,85.97,1.7,6.08,11,4.19,1.68,Average,INT8935,60.9
3.29,85.9,51.0,77.94,2.6,5.21,6,5.32,2.04,Good,INT8936,76.95
